file_name,pokedex_num,name,generation,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,shiny
0001-Bulbasaur-dream2.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-masters-s.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,yes
0001-Bulbasaur-dream3.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-RB.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-dream4.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-smile.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-dream5.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-anime.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-masters-icon-s.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,yes
0001-Bulbasaur-dream6.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-RG.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-stadium.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-anime-02.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-anime-03.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-sprite-g8.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-MS8.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-anime-04.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-snap.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-sprite-s.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,yes
0001-Bulbasaur-home.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-sprite.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-Sprite-g2.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-sprite-back-3-s.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,yes
0001-Bulbasaur-battle-rev.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-dream.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-3dPro.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-SpriteBack-4.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-masters-icon.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-sprite-back-7-s.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,yes
0001-Bulbasaur-BT.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-SpriteBack-3.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-dun.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-home-menu.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-SpriteBack-2.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-sprite-g7.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-home-s.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,yes
0001-Bulbasaur-.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-masters.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0001-Bulbasaur-go-s.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,yes
0001-Bulbasaur-go.png,0001,Bulbasaur,1,Grass,Poison,45,49,49,65,65,45,no
0002-Ivysaur-RB.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-home.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-masters-icon-s.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-RG.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-masters.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-anime.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-smile.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-sprite-g8.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-anime-04.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-sprite-s.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-anime-02.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-masters-s.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-go-s.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-dream3.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-dream2.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-SpriteBack-4.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-dream.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-stadium.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-SpriteBack-3.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-home-s.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-SpriteBack-2.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-masters-icon.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-BT.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-MS8.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-sprite-back-3-s.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-home-menu.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-sprite-g7.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-go.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-sprite-back-7-s.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,yes
0002-Ivysaur-Sprite-g2.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-battle-rev.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0002-Ivysaur-sprite.png,0002,Ivysaur,1,Grass,Poison,60,62,63,80,80,60,no
0003-Venusaur-RG.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-home.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-RB.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-dream.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-home-s.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-masters.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-sprite.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-go-s.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-masters-icon.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-masters-s.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-anime-04.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-BT.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-sprite-s.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-anime.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-sprite-back-3-s.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-masters-icon-s.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,yes
0003-Venusaur-smile.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-anime-02.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-dream4.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-MS8.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-home-menu.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-go.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-dream2.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-snap.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-stadium.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-SpriteBack.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-dream3.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0003-Venusaur-Sprite-g2.png,0003,Venusaur,1,Grass,Poison,80,82,83,100,100,80,no
0004-Charmander-home-s.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-sprite-g8.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-dream.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-anime-02.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-snap.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-go.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-3dPro.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-anime-03.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-masters-icon-s.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-MS8.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-anime-04.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-stadium.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-sprite-s.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-BT.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-masters-s.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-sprite.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-masters.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-battle-rev.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-go-s.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-smile.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-anime.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-masters-icon.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-dream2.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-SpriteBack-2.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-RG.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
0004-Charmander-sprite-back-3-s.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,yes
0004-Charmander-SpriteBack-3.png,0004,Charmander,1,Fire,,39,52,43,60,50,65,no
